Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Sex_c,Embarked_Q,Embarked_S,Age_norm,Fare_norm
0,1,male,39.0,0,0,0.0,S,1,0,1,0.6785714285714286,0.0
0,3,female,18.0,0,0,7.775,S,0,0,1,0.30357142857142855,0.04715931112832367
1,1,female,33.0,1,0,53.1,S,0,0,1,0.5714285714285714,0.3220783821111237
0,3,male,26.0,0,0,7.8875,S,1,0,1,0.44642857142857145,0.04784168058194893
0,3,male,39.0,0,0,24.15,S,1,0,1,0.6785714285714286,0.14648197604488958
0,2,male,35.0,0,0,10.5,S,1,0,1,0.6071428571428571,0.06368781567169113
0,3,female,6.0,4,2,31.275,S,0,0,1,0.08928571428571429,0.18969870810782286
0,3,male,30.5,0,0,8.05,S,1,0,1,0.5267857142857143,0.048827325348296535
0,3,female,23.0,0,0,7.925,S,0,0,1,0.39285714285714285,0.048069137066490686
0,2,male,31.0,1,1,37.0042,C,1,0,0,0.5357142857142857,0.2244492065407993
0,3,male,43.0,0,0,6.45,S,1,0,1,0.75,0.03912251534118169
0,3,male,10.0,3,2,27.9,S,1,0,1,0.16071428571428573,0.16922762449906498
1,1,female,52.0,1,1,93.5,S,0,0,1,0.9107142857142857,0.5671248347907734
1,3,male,27.0,0,0,8.6625,S,1,0,1,0.4642857142857143,0.05254244792914518
0,1,male,38.0,0,0,0.0,S,1,0,1,0.6607142857142857,0.0
1,3,female,27.0,0,1,12.475,S,0,0,1,0.4642857142857143,0.07566719052422351
0,3,male,2.0,4,1,39.6875,S,1,0,1,0.017857142857142856,0.24072477947335635
0,3,male,24.0,0,0,6.95,Q,1,1,0,0.4107142857142857,0.04215526846840508
0,3,male,24.0,0,0,56.4958,S,1,0,1,0.4107142857142857,0.34267562824997405
1,2,male,1.0,0,2,37.0042,C,1,0,0,0.0,0.2244492065407993
1,3,male,24.0,0,0,7.75,Q,1,1,0,0.4107142857142857,0.0470076734719625
1,3,female,15.0,1,0,14.4542,C,0,0,0,0.25,0.08767204050302456
0,3,male,23.0,0,0,7.8542,S,1,0,1,0.39285714285714285,0.04763969922367585
0,3,male,18.0,0,0,8.3,S,1,0,1,0.30357142857142855,0.05034370191190823
1,1,female,39.0,1,1,83.1583,C,0,0,0,0.6785714285714286,0.5043971887591612
0,3,male,21.0,0,0,8.6625,S,1,0,1,0.35714285714285715,0.05254244792914518
1,1,male,24.0,0,0,29.7,C,1,0,0,0.4107142857142857,0.18014553575706918
0,3,male,20.0,0,0,7.925,S,1,0,1,0.3392857142857143,0.048069137066490686
0,2,male,16.0,0,0,10.5,S,1,0,1,0.26785714285714285,0.06368781567169113
1,1,female,30.0,0,0,31.0,C,0,0,0,0.5178571428571429,0.18803069388785
0,3,male,34.5,0,0,6.4375,C,1,0,0,0.5982142857142857,0.039046696513001106
0,3,male,42.0,0,0,7.55,S,1,0,1,0.7321428571428571,0.045794572221073145
0,3,male,35.0,0,0,7.8958,C,1,0,0,0.6071428571428571,0.04789202428386084
0,2,male,28.0,0,1,33.0,S,1,0,1,0.48214285714285715,0.20016170639674355
1,1,female,24.0,1,0,89.1042,C,0,0,0,0.4107142857142857,0.5404620823974763
0,3,male,4.0,4,2,31.275,S,1,0,1,0.05357142857142857,0.18969870810782286
0,3,female,9.0,1,1,15.2458,C,0,0,0,0.14285714285714285,0.09247349525404462
1,1,female,16.0,0,1,39.4,S,0,0,1,0.26785714285714285,0.23898094642520287
0,2,female,44.0,1,0,26.0,S,0,0,1,0.7678571428571429,0.15770316261561612
1,3,female,18.0,0,1,9.35,S,0,0,1,0.30357142857142855,0.056712483479077334
1,1,female,45.0,1,1,164.8667,S,0,0,1,0.7857142857142857,1.0
1,1,male,51.0,0,0,26.55,S,1,0,1,0.8928571428571429,0.16103919105556186
0,3,male,41.0,2,0,14.1083,S,1,0,1,0.7142857142857143,0.08557398188961142
0,2,male,21.0,1,0,11.5,S,1,0,1,0.35714285714285715,0.0697533219261379
1,1,female,48.0,0,0,25.9292,S,0,0,1,0.8392857142857143,0.1572737247728013
0,2,male,24.0,0,0,13.0,S,1,0,1,0.4107142857142857,0.07885158130780806
1,2,female,42.0,0,0,13.0,S,0,0,1,0.7321428571428571,0.07885158130780806
1,2,female,27.0,1,0,13.8583,C,0,0,0,0.4642857142857143,0.08405760532599972
0,1,male,31.0,0,0,50.4958,S,1,0,1,0.5357142857142857,0.30628259072329345
0,3,male,24.0,0,0,9.5,S,1,0,1,0.4107142857142857,0.057622309417244354
1,3,male,4.0,1,1,11.1333,S,1,0,1,0.05357142857142857,0.06752910078263227
1,1,female,47.0,1,1,52.5542,S,0,0,1,0.8214285714285714,0.31876782879744664
0,1,male,33.0,0,0,5.0,S,1,0,1,0.5714285714285714,0.03032753127223387
0,3,male,47.0,0,0,9.0,S,1,0,1,0.8214285714285714,0.05458955629002096
1,2,female,28.0,1,0,24.0,C,0,0,0,0.48214285714285715,0.1455721501067226
1,3,female,15.0,0,0,7.225,C,0,0,0,0.25,0.04382328268837794
0,3,male,20.0,0,0,9.8458,S,1,0,1,0.3392857142857143,0.05971976148003205
1,1,female,56.0,0,1,83.1583,C,0,0,0,0.9821428571428571,0.5043971887591612
1,2,female,25.0,0,1,26.0,S,0,0,1,0.42857142857142855,0.15770316261561612
0,3,male,33.0,0,0,7.8958,S,1,0,1,0.5714285714285714,0.04789202428386084
0,3,female,22.0,0,0,10.5167,S,0,0,1,0.375,0.06378910962614039
0,2,male,28.0,0,0,10.5,S,1,0,1,0.48214285714285715,0.06368781567169113
1,1,female,19.0,0,0,30.0,S,0,0,1,0.32142857142857145,0.18196518763340322
0,3,female,24.0,1,2,23.45,S,0,0,1,0.4107142857142857,0.14223612166677685
1,1,male,26.0,0,0,30.0,C,1,0,0,0.44642857142857145,0.18196518763340322
0,3,male,32.0,0,0,7.75,Q,1,1,0,0.5535714285714286,0.0470076734719625
